Arrival Time,Frame Number,Frame Length,Flags,Time to Live,Protocol,Source IP,Destination IP,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Window Size,Checksum Status
,,1258,,,,2404,2409,443,60057,,,,Unverified
1724261415.741514000,,,,,,,,,,,,,
,1328,,,,,,,,,,,,
,,100,,,,2409,2404,60057,443,,,,Unverified
1724261415.742473000,,,,,,,,,,,,,
,1329,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.743323000,,,,,,,,,,,,,
,1330,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.743324000,,,,,,,,,,,,,
,1331,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.743437000,,,,,,,,,,,,,
,1332,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.745826000,,,,,,,,,,,,,
,1333,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.745828000,,,,,,,,,,,,,
,1334,,,,,,,,,,,,
,,887,,,,2404,2409,443,60057,,,,Unverified
1724261415.745929000,,,,,,,,,,,,,
,1335,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.757669000,,,,,,,,,,,,,
,1336,,,,,,,,,,,,
,,1258,,,,2404,2409,443,60057,,,,Unverified
1724261415.757672000,,,,,,,,,,,,,
,1337,,,,,,,,,,,,
,,1136,,,,2404,2409,443,60057,,,,Unverified
1724261415.757673000,,,,,,,,,,,,,
,1338,,,,,,,,,,,,
,,108,,,,2404,2409,443,60057,,,,Unverified
1724261415.757839000,,,,,,,,,,,,,
,1339,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.757986000,,,,,,,,,,,,,
,1340,,,,,,,,,,,,
,,93,,,,2409,2404,60057,443,,,,Unverified
1724261415.766834000,,,,,,,,,,,,,
,1341,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.766988000,,,,,,,,,,,,,
,1342,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.773719000,,,,,,,,,,,,,
,1343,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.773835000,,,,,,,,,,,,,
,1344,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.773907000,,,,,,,,,,,,,
,1345,,,,,,,,,,,,
,,1305,,,,2409,2,53541,443,,,,Unverified
1724261415.790423000,,,,,,,,,,,,,
,1346,,,,,,,,,,,,
,,1257,,,,2404,2409,443,60057,,,,Unverified
1724261415.790594000,,,,,,,,,,,,,
,1347,,,,,,,,,,,,
,,100,,,,2409,2404,60057,443,,,,Unverified
1724261415.791403000,,,,,,,,,,,,,
,1348,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.791404000,,,,,,,,,,,,,
,1349,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.791405000,,,,,,,,,,,,,
,1350,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.791477000,,,,,,,,,,,,,
,1351,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.792289000,,,,,,,,,,,,,
,1352,,,,,,,,,,,,
,,87,,,,2404,2409,443,60057,,,,Unverified
1724261415.793744000,,,,,,,,,,,,,
,1353,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.797843000,,,,,,,,,,,,,
,1354,,,,,,,,,,,,
,,95,,,,2404,2409,443,60057,,,,Unverified
1724261415.797912000,,,,,,,,,,,,,
,1355,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.806831000,,,,,,,,,,,,,
,1356,,,,,,,,,,,,
,,92,,,,2404,2409,443,60057,,,,Unverified
1724261415.807746000,,,,,,,,,,,,,
,1357,,,,,,,,,,,,
,,130,8180,,,2409,2409,53,56939,,,,Unverified
1724261415.808302000,,,,,,,,,,,,,
,1358,,,,,,,,,,,,
,,1258,,,,2404,2409,443,60057,,,,Unverified
1724261415.808442000,,,,,,,,,,,,,
,1359,,,,,,,,,,,,
,,100,,,,2409,2404,60057,443,,,,Unverified
1724261415.808523000,,,,,,,,,,,,,
,1360,,,,,,,,,,,,
,,93,,,,2409,2404,60057,443,,,,Unverified
1724261415.809225000,,,,,,,,,,,,,
,1361,,,,,,,,,,,,
,,640,,,,2404,2409,443,60057,,,,Unverified
1724261415.810432000,,,,,,,,,,,,,
,1362,,,,,,,,,,,,
,,88,,,,2404,2409,443,60057,,,,Unverified
1724261415.810433000,,,,,,,,,,,,,
,1363,,,,,,,,,,,,
,,140,,,,2404,2409,443,60057,,,,Unverified
1724261415.810537000,,,,,,,,,,,,,
,1364,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.811735000,,,,,,,,,,,,,
,1365,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.812030000,,,,,,,,,,,,,
,1366,,,,,,,,,,,,
,,1312,,,,2409,2,53541,443,,,,Unverified
1724261415.812031000,,,,,,,,,,,,,
,1367,,,,,,,,,,,,
,,107,,,,2409,2,53541,443,,,,Unverified
1724261415.812032000,,,,,,,,,,,,,
,1368,,,,,,,,,,,,
,,1305,,,,2409,2,53541,443,,,,Unverified
1724261415.812963000,,,,,,,,,,,,,
,1369,,,,,,,,,,,,
,,1242,2,64,UDP,192.168.186.233,74.125.160.41,60556,443,,,,Unverified
,,,,,h3,,,,,,,,
1724261415.813898000,,,,,,,,,,,,,
,1370,,,,,,,,,,,,
,,1258,,,,2404,2409,443,60057,,,,Unverified
1724261415.814007000,,,,,,,,,,,,,
,1371,,,,,,,,,,,,
,,100,,,,2409,2404,60057,443,,,,Unverified
1724261415.814775000,,,,,,,,,,,,,
,1372,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.816420000,,,,,,,,,,,,,
,1373,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.816422000,,,,,,,,,,,,,
,1374,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.816527000,,,,,,,,,,,,,
,1375,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.817478000,,,,,,,,,,,,,
,1376,,,,,,,,,,,,
,,1262,,,,2404,2409,443,60057,,,,Unverified
1724261415.817480000,,,,,,,,,,,,,
,1377,,,,,,,,,,,,
,,784,,,,2404,2409,443,60057,,,,Unverified
1724261415.817559000,,,,,,,,,,,,,
,1378,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.825886000,,,,,,,,,,,,,
,1379,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.826029000,,,,,,,,,,,,,
,1380,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.839227000,,,,,,,,,,,,,
,1381,,,,,,,,,,,,
,,158,8180,,,2409,2409,53,59015,,,,Unverified
1724261415.840945000,,,,,,,,,,,,,
,1382,,,,,,,,,,,,
,,1323,,,,2,2409,443,53541,,,,Unverified
1724261415.841420000,,,,,,,,,,,,,
,1383,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.849000000,,,,,,,,,,,,,
,1384,,,,,,,,,,,,
,,213,8180,,,2409,2409,53,56974,,,,Unverified
1724261415.851189000,,,,,,,,,,,,,
,1385,,,,,,,,,,,,
,,357,8180,,,2409,2409,53,58173,,,,Unverified
1724261415.851189000,,,,,,,,,,,,,
,1386,,,,,,,,,,,,
,,130,8180,,,2409,2409,53,60666,,,,Unverified
1724261415.851360000,,,,,,,,,,,,,
,1387,,,,,,,,,,,,
,,118,8180,,,2409,2409,53,55946,,,,Unverified
1724261415.851541000,,,,,,,,,,,,,
,1388,,,,,,,,,,,,
,,162,8180,,,2409,2409,53,61343,,,,Unverified
1724261415.852668000,,,,,,,,,,,,,
,1389,,,,,,,,,,,,
,,178,8180,,,2409,2409,53,51652,,,,Unverified
1724261415.852669000,,,,,,,,,,,,,
,1390,,,,,,,,,,,,
,,156,8180,,,2409,2409,53,50868,,,,Unverified
1724261415.852771000,,,,,,,,,,,,,
,1391,,,,,,,,,,,,
,,144,8180,,,2409,2409,53,55090,,,,Unverified
1724261415.852772000,,,,,,,,,,,,,
,1392,,,,,,,,,,,,
,,171,8180,,,2409,2409,53,62006,,,,Unverified
1724261415.854208000,,,,,,,,,,,,,
,1393,,,,,,,,,,,,
,,97,0100,,,2409,2409,57090,53,,,,Unverified
1724261415.855841000,,,,,,,,,,,,,
,1394,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.855996000,,,,,,,,,,,,,
,1395,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.861337000,,,,,,,,,,,,,
,1396,,,,,,,,,,,,
,,1242,2,55,UDP,142.250.206.131,192.168.186.233,443,53257,,,,Unverified
1724261415.861338000,,,,,,,,,,,,,
,1397,,,,,,,,,,,,
,,86,010,,,2404,2409,443,62816,1,518,261,Unverified
1724261415.861436000,,,,,,,,,,,,,
,1398,,,,,,,,,,,,
,,81,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.862250000,,,,,,,,,,,,,
,1399,,,,,,,,,,,,
,,794,2,55,UDP,142.250.206.131,192.168.186.233,443,53257,,,,Unverified
1724261415.862251000,,,,,,,,,,,,,
,1400,,,,,,,,,,,,
,,1242,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.862252000,,,,,,,,,,,,,
,1401,,,,,,,,,,,,
,,1242,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.862521000,,,,,,,,,,,,,
,1402,,,,,,,,,,,,
,,81,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.862521000,,,,,,,,,,,,,
,1403,,,,,,,,,,,,
,,81,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.863723000,,,,,,,,,,,,,
,1404,,,,,,,,,,,,
,,1242,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.863757000,,,,,,,,,,,,,
,1405,,,,,,,,,,,,
,,81,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.865249000,,,,,,,,,,,,,
,1406,,,,,,,,,,,,
,,115,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.865701000,,,,,,,,,,,,,
,1407,,,,,,,,,,,,
,,73,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.865872000,,,,,,,,,,,,,
,1408,,,,,,,,,,,,
,,96,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.865976000,,,,,,,,,,,,,
,1409,,,,,,,,,,,,
,,92,,,,2404,2409,443,60057,,,,Unverified
1724261415.866005000,,,,,,,,,,,,,
,1410,,,,,,,,,,,,
,,558,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.866061000,,,,,,,,,,,,,
,1411,,,,,,,,,,,,
,,76,2,64,UDP,192.168.186.233,142.250.206.131,53257,443,,,,Unverified
1724261415.870594000,,,,,,,,,,,,,
,1412,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.870683000,,,,,,,,,,,,,
,1413,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.872829000,,,,,,,,,,,,,
,1414,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64312,,,,Unverified
,,,,,Server,,,,,,,,
1724261415.873027000,,,,,,,,,,,,,
,1415,,,,,,,,,,,,
,,1262,,,,2409,2404,64312,443,,,,Unverified
1724261415.877433000,,,,,,,,,,,,,
,1416,,,,,,,,,,,,
,,1242,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.877435000,,,,,,,,,,,,,
,1417,,,,,,,,,,,,
,,1242,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.877436000,,,,,,,,,,,,,
,1418,,,,,,,,,,,,
,,1213,2,54,UDP,142.250.194.225,192.168.186.233,443,51961,,,,Unverified
1724261415.877687000,,,,,,,,,,,,,
,1419,,,,,,,,,,,,
,,81,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.880392000,,,,,,,,,,,,,
,1420,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64941,,,,Unverified
,,,,,Server,,,,,,,,
1724261415.880802000,,,,,,,,,,,,,
,1421,,,,,,,,,,,,
,,115,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.881358000,,,,,,,,,,,,,
,1422,,,,,,,,,,,,
,,73,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.881542000,,,,,,,,,,,,,
,1423,,,,,,,,,,,,
,,1262,,,,2404,2409,443,52095,,,,Unverified
,,,,,Server,,,,,,,,
1724261415.881557000,,,,,,,,,,,,,
,1424,,,,,,,,,,,,
,,92,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.881662000,,,,,,,,,,,,,
,1425,,,,,,,,,,,,
,,458,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.881761000,,,,,,,,,,,,,
,1426,,,,,,,,,,,,
,,474,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.881804000,,,,,,,,,,,,,
,1427,,,,,,,,,,,,
,,76,2,64,UDP,192.168.186.233,142.250.194.225,51961,443,,,,Unverified
1724261415.882116000,,,,,,,,,,,,,
,1428,,,,,,,,,,,,
,,1262,,,,2409,2404,52095,443,,,,Unverified
1724261415.883442000,,,,,,,,,,,,,
,1429,,,,,,,,,,,,
,,607,,,,2404,2409,443,60057,,,,Unverified
1724261415.883629000,,,,,,,,,,,,,
,1430,,,,,,,,,,,,
,,100,,,,2409,2404,60057,443,,,,Unverified
1724261415.884394000,,,,,,,,,,,,,
,1431,,,,,,,,,,,,
,,215,,,,2404,2409,443,60057,,,,Unverified
1724261415.885445000,,,,,,,,,,,,,
,1432,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.885536000,,,,,,,,,,,,,
,1433,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.897871000,,,,,,,,,,,,,
,1434,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.897983000,,,,,,,,,,,,,
,1435,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.899605000,,,,,,,,,,,,,
,1436,,,,,,,,,,,,
,,1262,,,,2409,2404,63092,443,,,,Unverified
,,,,,h3,,,,,,,,
1724261415.900736000,,,,,,,,,,,,,
,1437,,,,,,,,,,,,
,,172,,,,2409,2,53541,443,,,,Unverified
1724261415.900762000,,,,,,,,,,,,,
,1438,,,,,,,,,,,,
,,1305,,,,2409,2,53541,443,,,,Unverified
1724261415.908211000,,,,,,,,,,,,,
,1439,,,,,,,,,,,,
,,95,,,,2409,2404,60057,443,,,,Unverified
1724261415.917831000,,,,,,,,,,,,,
,1440,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.917964000,,,,,,,,,,,,,
,1441,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.923793000,,,,,,,,,,,,,
,1442,,,,,,,,,,,,
,,1055,,,,2,2409,443,53541,,,,Unverified
1724261415.924071000,,,,,,,,,,,,,
,1443,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.925976000,,,,,,,,,,,,,
,1444,,,,,,,,,,,,
,,1294,010,,Change,2404,2409,443,62816,1209,518,261,Unverified
1724261415.925977000,,,,,,,,,,,,,
,1445,,,,,,,,,,,,
,,1294,018,,,2404,2409,443,62816,2417,518,261,Unverified
1724261415.925978000,,,,,,,,,,,,,
,1446,,,,,,,,,,,,
,,1294,010,,,2404,2409,443,62816,3625,518,261,Unverified
1724261415.925979000,,,,,,,,,,,,,
,1447,,,,,,,,,,,,
,,1294,018,,,2404,2409,443,62816,4833,518,261,Unverified
1724261415.925980000,,,,,,,,,,,,,
,1448,,,,,,,,,,,,
,,1294,010,,,2404,2409,443,62816,6041,518,261,Unverified
1724261415.925981000,,,,,,,,,,,,,
,1449,,,,,,,,,,,,
,,632,018,,Hypertext,2404,2409,443,62816,6587,518,261,Unverified
1724261415.926486000,,,,,,,,,,,,,
,1450,,,,,,,,,,,,
,,86,010,,,2409,2404,62816,443,518,6587,2048,Unverified
1724261415.927205000,,,,,,,,,,,,,
,1451,,,,,,,,,,,,
,,178,,,,2409,2,53541,443,,,,Unverified
1724261415.927793000,,,,,,,,,,,,,
,1452,,,,,,,,,,,,
,,135,,,,2409,2,53541,443,,,,Unverified
1724261415.927980000,,,,,,,,,,,,,
,1453,,,,,,,,,,,,
,,158,,,,2409,2,53541,443,,,,Unverified
1724261415.928120000,,,,,,,,,,,,,
,1454,,,,,,,,,,,,
,,844,,,,2409,2,53541,443,,,,Unverified
1724261415.928188000,,,,,,,,,,,,,
,1455,,,,,,,,,,,,
,,138,,,,2409,2,53541,443,,,,Unverified
1724261415.930236000,,,,,,,,,,,,,
,1456,,,,,,,,,,,,
,,150,018,,Hypertext,2409,2404,62816,443,582,6587,2048,Unverified
1724261415.930949000,,,,,,,,,,,,,
,1457,,,,,,,,,,,,
,,320,018,,Hypertext,2409,2404,62816,443,816,6587,2048,Unverified
1724261415.933914000,,,,,,,,,,,,,
,1458,,,,,,,,,,,,
,,1012,,,,2,2409,443,53541,,,,Unverified
1724261415.934211000,,,,,,,,,,,,,
,1459,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261415.935926000,,,,,,,,,,,,,
,1460,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64312,,,,Unverified
1724261415.935928000,,,,,,,,,,,,,
,1461,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64312,,,,Unverified
1724261415.935929000,,,,,,,,,,,,,
,1462,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64312,,,,Unverified
1724261415.936006000,,,,,,,,,,,,,
,1463,,,,,,,,,,,,
,,101,,,,2409,2404,64312,443,,,,Unverified
1724261415.937730000,,,,,,,,,,,,,
,1464,,,,,,,,,,,,
,,178,,,,2409,2,53541,443,,,,Unverified
1724261415.938153000,,,,,,,,,,,,,
,1465,,,,,,,,,,,,
,,142,,,,2409,2,53541,443,,,,Unverified
1724261415.938413000,,,,,,,,,,,,,
,1466,,,,,,,,,,,,
,,135,,,,2409,2,53541,443,,,,Unverified
1724261415.938586000,,,,,,,,,,,,,
,1467,,,,,,,,,,,,
,,154,,,,2409,2,53541,443,,,,Unverified
1724261415.938732000,,,,,,,,,,,,,
,1468,,,,,,,,,,,,
,,620,,,,2409,2,53541,443,,,,Unverified
1724261415.938834000,,,,,,,,,,,,,
,1469,,,,,,,,,,,,
,,405,,,,2409,2,53541,443,,,,Unverified
1724261415.938888000,,,,,,,,,,,,,
,1470,,,,,,,,,,,,
,,138,,,,2409,2,53541,443,,,,Unverified
1724261415.938991000,,,,,,,,,,,,,
,1471,,,,,,,,,,,,
,,109,,,,2409,2,53541,443,,,,Unverified
1724261415.943877000,,,,,,,,,,,,,
,1472,,,,,,,,,,,,
,,1167,,,,2404,2409,443,64312,,,,Unverified
1724261415.944085000,,,,,,,,,,,,,
,1473,,,,,,,,,,,,
,,101,,,,2409,2404,64312,443,,,,Unverified
1724261415.944818000,,,,,,,,,,,,,
,1474,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.945734000,,,,,,,,,,,,,
,1475,,,,,,,,,,,,
,,1262,,,,2404,2409,443,52095,,,,Unverified
1724261415.945784000,,,,,,,,,,,,,
,1476,,,,,,,,,,,,
,,101,,,,2409,2404,52095,443,,,,Unverified
1724261415.946739000,,,,,,,,,,,,,
,1477,,,,,,,,,,,,
,,1262,,,,2404,2409,443,52095,,,,Unverified
1724261415.946819000,,,,,,,,,,,,,
,1478,,,,,,,,,,,,
,,135,,,,2409,2404,64312,443,,,,Unverified
1724261415.947468000,,,,,,,,,,,,,
,1479,,,,,,,,,,,,
,,93,,,,2409,2404,64312,443,,,,Unverified
1724261415.947631000,,,,,,,,,,,,,
,1480,,,,,,,,,,,,
,,116,,,,2409,2404,64312,443,,,,Unverified
1724261415.947758000,,,,,,,,,,,,,
,1481,,,,,,,,,,,,
,,410,,,,2409,2404,64312,443,,,,Unverified
1724261415.947809000,,,,,,,,,,,,,
,1482,,,,,,,,,,,,
,,92,,,,2404,2409,443,60057,,,,Unverified
1724261415.947809000,,,,,,,,,,,,,
,1483,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64941,,,,Unverified
1724261415.947841000,,,,,,,,,,,,,
,1484,,,,,,,,,,,,
,,96,,,,2409,2404,64312,443,,,,Unverified
1724261415.947883000,,,,,,,,,,,,,
,1485,,,,,,,,,,,,
,,1294,,,,2404,2409,443,64941,,,,Not
1724261415.947970000,,,,,,,,,,,,,
,1486,,,,,,,,,,,,
,,101,,,,2409,2404,52095,443,,,,Unverified
1724261415.948206000,,,,,,,,,,,,,
,1487,,,,,,,,,,,,
,,1262,,,,2404,2409,443,64941,,,,Unverified
1724261415.948229000,,,,,,,,,,,,,
,1488,,,,,,,,,,,,
,,1294,,,,2404,2409,443,64941,,,,Not
1724261415.954873000,,,,,,,,,,,,,
,1489,,,,,,,,,,,,
,,210,,,,2,2409,443,53541,,,,Unverified
1724261415.955063000,,,,,,,,,,,,,
,1490,,,,,,,,,,,,
,,107,,,,2409,2,53541,443,,,,Unverified
1724261415.956908000,,,,,,,,,,,,,
,1491,,,,,,,,,,,,
,,539,,,,2,2409,443,53541,,,,Unverified
1724261415.956994000,,,,,,,,,,,,,
,1492,,,,,,,,,,,,
,,142,,,,2409,2,53541,443,,,,Unverified
1724261415.957106000,,,,,,,,,,,,,
,1493,,,,,,,,,,,,
,,135,,,,2409,2,53541,443,,,,Unverified
1724261415.958614000,,,,,,,,,,,,,
,1494,,,,,,,,,,,,
,,1262,,,,2,2409,443,59540,,,,Unverified
,,,,,Server,,,,,,,,
1724261415.958833000,,,,,,,,,,,,,
,1495,,,,,,,,,,,,
,,1262,,,,2409,2,59540,443,,,,Unverified
1724261415.958834000,,,,,,,,,,,,,
,1496,,,,,,,,,,,,
,,101,,,,2409,2,59540,443,,,,Unverified
1724261415.959112000,,,,,,,,,,,,,
,1497,,,,,,,,,,,,
,,1262,,,,2,2409,443,59540,,,,Unverified
1724261415.959114000,,,,,,,,,,,,,
,1498,,,,,,,,,,,,
,,1262,,,,2,2409,443,59540,,,,Unverified
1724261415.959115000,,,,,,,,,,,,,
,1499,,,,,,,,,,,,
,,1262,,,,2,2409,443,59540,,,,Unverified
1724261415.959177000,,,,,,,,,,,,,
,1500,,,,,,,,,,,,
,,101,,,,2409,2,59540,443,,,,Unverified
1724261415.959828000,,,,,,,,,,,,,
,1501,,,,,,,,,,,,
,,300,,,,2,2409,443,59540,,,,Unverified
1724261415.960044000,,,,,,,,,,,,,
,1502,,,,,,,,,,,,
,,101,,,,2409,2,59540,443,,,,Unverified
1724261415.960980000,,,,,,,,,,,,,
,1503,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.963057000,,,,,,,,,,,,,
,1504,,,,,,,,,,,,
,,135,,,,2409,2,59540,443,,,,Unverified
1724261415.963585000,,,,,,,,,,,,,
,1505,,,,,,,,,,,,
,,93,,,,2409,2,59540,443,,,,Unverified
1724261415.963758000,,,,,,,,,,,,,
,1506,,,,,,,,,,,,
,,116,,,,2409,2,59540,443,,,,Unverified
1724261415.963902000,,,,,,,,,,,,,
,1507,,,,,,,,,,,,
,,1078,,,,2409,2,59540,443,,,,Unverified
1724261415.964007000,,,,,,,,,,,,,
,1508,,,,,,,,,,,,
,,1072,,,,2409,2,59540,443,,,,Unverified
1724261415.964055000,,,,,,,,,,,,,
,1509,,,,,,,,,,,,
,,96,,,,2409,2,59540,443,,,,Unverified
1724261415.971904000,,,,,,,,,,,,,
,1510,,,,,,,,,,,,
,,1301,,,,2,2409,443,53541,,,,Unverified
1724261415.972074000,,,,,,,,,,,,,
,1511,,,,,,,,,,,,
,,107,,,,2409,2,53541,443,,,,Unverified
1724261415.981912000,,,,,,,,,,,,,
,1512,,,,,,,,,,,,
,,675,,,,2404,2409,443,64312,,,,Unverified
1724261415.981913000,,,,,,,,,,,,,
,1513,,,,,,,,,,,,
,,183,,,,2404,2409,443,64312,,,,Unverified
1724261415.982289000,,,,,,,,,,,,,
,1514,,,,,,,,,,,,
,,93,,,,2409,2404,64312,443,,,,Unverified
1724261415.982290000,,,,,,,,,,,,,
,1515,,,,,,,,,,,,
,,1294,,,,2409,2404,64312,443,,,,Unverified
1724261415.983390000,,,,,,,,,,,,,
,1516,,,,,,,,,,,,
,,1306,,,,2,2409,443,53541,,,,Unverified
1724261415.997916000,,,,,,,,,,,,,
,1517,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261415.998035000,,,,,,,,,,,,,
,1518,,,,,,,,,,,,
,,107,,,,2409,2,53541,443,,,,Unverified
1724261415.998036000,,,,,,,,,,,,,
,1519,,,,,,,,,,,,
,,143,,,,2409,2,53541,443,,,,Unverified
1724261415.999193000,,,,,,,,,,,,,
,1520,,,,,,,,,,,,
,,88,,,,2404,2409,443,64312,,,,Unverified
1724261416.005413000,,,,,,,,,,,,,
,1521,,,,,,,,,,,,
,,1068,,,,2,2409,443,53541,,,,Unverified
1724261416.005748000,,,,,,,,,,,,,
,1522,,,,,,,,,,,,
,,150,,,,2409,2,53541,443,,,,Unverified
1724261416.009509000,,,,,,,,,,,,,
,1523,,,,,,,,,,,,
,,178,,,,2409,2,53541,443,,,,Unverified
1724261416.010293000,,,,,,,,,,,,,
,1524,,,,,,,,,,,,
,,135,,,,2409,2,53541,443,,,,Unverified
1724261416.010497000,,,,,,,,,,,,,
,1525,,,,,,,,,,,,
,,158,,,,2409,2,53541,443,,,,Unverified
1724261416.010655000,,,,,,,,,,,,,
,1526,,,,,,,,,,,,
,,406,,,,2409,2,53541,443,,,,Unverified
1724261416.010723000,,,,,,,,,,,,,
,1527,,,,,,,,,,,,
,,138,,,,2409,2,53541,443,,,,Unverified
1724261416.010849000,,,,,,,,,,,,,
,1528,,,,,,,,,,,,
,,110,,,,2409,2,53541,443,,,,Unverified
1724261416.013852000,,,,,,,,,,,,,
,1529,,,,,,,,,,,,
,,978,,,,2,2409,443,53541,,,,Unverified
1724261416.022013000,,,,,,,,,,,,,
,1530,,,,,,,,,,,,
,,1294,,,,2,2409,443,53541,,,,Unverified
1724261416.022149000,,,,,,,,,,,,,
,1531,,,,,,,,,,,,
,,107,,,,2409,2,53541,443,,,,Unverified
1724261416.022963000,,,,,,,,,,,,,
,1532,,,,,,,,,,,,
,,89,,,,2404,2409,443,64312,,,,Unverified
1724261416.031889000,,,,,,,,,,,,,
,1533,,,,,,,,,,,,
,,1230,,,,2,2409,443,53541,,,,Unverified
1724261416.032031000,,,,,,,,,,,,,
,1534,,,,,,,,,,,,
,,144,,,,2409,2,53541,443,,,,Unverified
1724261416.032032000,,,,,,,,,,,,,
,1535,,,,,,,,,,,,
,,145,,,,2409,2,53541,443,,,,Unverified
1724261416.032034000,,,,,,,,,,,,,
